year,county_ID,county_name,urbanicity,region,pop_category,population,prison_population
1993,6085,Santa Clara,urban,West,Latino,225920,1774
1994,6085,Santa Clara,urban,West,Latino,230996,1687
1995,6085,Santa Clara,urban,West,Latino,236271,1758
1996,6085,Santa Clara,urban,West,Latino,243525,1817
1997,6085,Santa Clara,urban,West,Latino,251811,1774
1998,6085,Santa Clara,urban,West,Latino,259401,1962
1999,6085,Santa Clara,urban,West,Latino,264403,2531
2000,6085,Santa Clara,urban,West,Latino,270603,2619
2001,6085,Santa Clara,urban,West,Latino,270813,2738
2002,6085,Santa Clara,urban,West,Latino,268584,2830
2003,6085,Santa Clara,urban,West,Latino,271654,2934
2004,6085,Santa Clara,urban,West,Latino,275400,2772
2005,6085,Santa Clara,urban,West,Latino,281854,2832
2006,6085,Santa Clara,urban,West,Latino,289459,2895
2007,6085,Santa Clara,urban,West,Latino,297035,2814
2008,6085,Santa Clara,urban,West,Latino,306049,2835
2009,6085,Santa Clara,urban,West,Latino,315302,2788
2010,6085,Santa Clara,urban,West,Latino,321106,2607
2011,6085,Santa Clara,urban,West,Latino,321814,2377
2012,6085,Santa Clara,urban,West,Latino,325811,2158
2013,6085,Santa Clara,urban,West,Latino,328991,2068
2014,6085,Santa Clara,urban,West,Latino,332494,2137
2015,6085,Santa Clara,urban,West,Latino,335078,2105
1991,6087,Santa Cruz,small/mid,West,Latino,31339,173
1992,6087,Santa Cruz,small/mid,West,Latino,32640,178
1993,6087,Santa Cruz,small/mid,West,Latino,34178,213
1994,6087,Santa Cruz,small/mid,West,Latino,35670,194
1995,6087,Santa Cruz,small/mid,West,Latino,37020,207
1996,6087,Santa Cruz,small/mid,West,Latino,38413,244
1997,6087,Santa Cruz,small/mid,West,Latino,40300,252
1998,6087,Santa Cruz,small/mid,West,Latino,42485,302
1999,6087,Santa Cruz,small/mid,West,Latino,44085,326
2000,6087,Santa Cruz,small/mid,West,Latino,45687,300
2001,6087,Santa Cruz,small/mid,West,Latino,46738,274
2002,6087,Santa Cruz,small/mid,West,Latino,47236,289
2003,6087,Santa Cruz,small/mid,West,Latino,47932,258
2004,6087,Santa Cruz,small/mid,West,Latino,48686,241
2005,6087,Santa Cruz,small/mid,West,Latino,49473,260
2006,6087,Santa Cruz,small/mid,West,Latino,50584,257
2007,6087,Santa Cruz,small/mid,West,Latino,51744,242
2008,6087,Santa Cruz,small/mid,West,Latino,53633,241
2009,6087,Santa Cruz,small/mid,West,Latino,55834,256
2010,6087,Santa Cruz,small/mid,West,Latino,57262,260
2011,6087,Santa Cruz,small/mid,West,Latino,57569,257
2012,6087,Santa Cruz,small/mid,West,Latino,58355,257
2013,6087,Santa Cruz,small/mid,West,Latino,59158,300
2014,6087,Santa Cruz,small/mid,West,Latino,60065,303
2015,6087,Santa Cruz,small/mid,West,Latino,60954,286
1991,6089,Shasta,small/mid,West,Latino,3563,15
1992,6089,Shasta,small/mid,West,Latino,3779,20
1993,6089,Shasta,small/mid,West,Latino,3967,25
1994,6089,Shasta,small/mid,West,Latino,4167,24
1995,6089,Shasta,small/mid,West,Latino,4343,32
1996,6089,Shasta,small/mid,West,Latino,4542,41
1997,6089,Shasta,small/mid,West,Latino,4758,49
1998,6089,Shasta,small/mid,West,Latino,5015,49
1999,6089,Shasta,small/mid,West,Latino,5208,68
2000,6089,Shasta,small/mid,West,Latino,5479,78
2001,6089,Shasta,small/mid,West,Latino,6025,71
2002,6089,Shasta,small/mid,West,Latino,6664,80
2003,6089,Shasta,small/mid,West,Latino,7097,75
2004,6089,Shasta,small/mid,West,Latino,7444,68
2005,6089,Shasta,small/mid,West,Latino,7851,81
2006,6089,Shasta,small/mid,West,Latino,8203,84
2007,6089,Shasta,small/mid,West,Latino,8567,101
2008,6089,Shasta,small/mid,West,Latino,8813,104
2009,6089,Shasta,small/mid,West,Latino,9025,113
2010,6089,Shasta,small/mid,West,Latino,9211,113
2011,6089,Shasta,small/mid,West,Latino,9268,106
2012,6089,Shasta,small/mid,West,Latino,9630,80
2013,6089,Shasta,small/mid,West,Latino,9985,75
2014,6089,Shasta,small/mid,West,Latino,10354,80
2015,6089,Shasta,small/mid,West,Latino,10809,77
1991,6091,Sierra,rural,West,Latino,97,0
1992,6091,Sierra,rural,West,Latino,92,0
1993,6091,Sierra,rural,West,Latino,98,0
1994,6091,Sierra,rural,West,Latino,100,0
1995,6091,Sierra,rural,West,Latino,98,0
1996,6091,Sierra,rural,West,Latino,103,0
1997,6091,Sierra,rural,West,Latino,100,0
1998,6091,Sierra,rural,West,Latino,102,0
1999,6091,Sierra,rural,West,Latino,106,0
2000,6091,Sierra,rural,West,Latino,117,0
2001,6091,Sierra,rural,West,Latino,141,0
2002,6091,Sierra,rural,West,Latino,130,0
2003,6091,Sierra,rural,West,Latino,150,0
2004,6091,Sierra,rural,West,Latino,151,0
2005,6091,Sierra,rural,West,Latino,144,0
2006,6091,Sierra,rural,West,Latino,156,0
2007,6091,Sierra,rural,West,Latino,163,0
2008,6091,Sierra,rural,West,Latino,172,0
2009,6091,Sierra,rural,West,Latino,168,0
2010,6091,Sierra,rural,West,Latino,169,0
2011,6091,Sierra,rural,West,Latino,174,0
2012,6091,Sierra,rural,West,Latino,176,0
2013,6091,Sierra,rural,West,Latino,180,0
2014,6091,Sierra,rural,West,Latino,187,0
2015,6091,Sierra,rural,West,Latino,185,0
1991,6093,Siskiyou,rural,West,Latino,1523,13
1992,6093,Siskiyou,rural,West,Latino,1590,17
1993,6093,Siskiyou,rural,West,Latino,1640,10
1994,6093,Siskiyou,rural,West,Latino,1692,12
1995,6093,Siskiyou,rural,West,Latino,1774,15
1996,6093,Siskiyou,rural,West,Latino,1811,16
1997,6093,Siskiyou,rural,West,Latino,1889,10
1998,6093,Siskiyou,rural,West,Latino,1938,14
1999,6093,Siskiyou,rural,West,Latino,1963,21
2000,6093,Siskiyou,rural,West,Latino,2019,22
2001,6093,Siskiyou,rural,West,Latino,2052,19
2002,6093,Siskiyou,rural,West,Latino,2135,16
2003,6093,Siskiyou,rural,West,Latino,2192,15
2004,6093,Siskiyou,rural,West,Latino,2277,14
2005,6093,Siskiyou,rural,West,Latino,2402,12
2006,6093,Siskiyou,rural,West,Latino,2543,20
2007,6093,Siskiyou,rural,West,Latino,2630,17
2008,6093,Siskiyou,rural,West,Latino,2699,16
2009,6093,Siskiyou,rural,West,Latino,2777,16
2010,6093,Siskiyou,rural,West,Latino,2842,19
2011,6093,Siskiyou,rural,West,Latino,2887,15
2012,6093,Siskiyou,rural,West,Latino,2945,13
2013,6093,Siskiyou,rural,West,Latino,3058,15
2014,6093,Siskiyou,rural,West,Latino,3083,16
2015,6093,Siskiyou,rural,West,Latino,3157,17
1991,6095,Solano,small/mid,West,Latino,31415,40
1992,6095,Solano,small/mid,West,Latino,32549,50
1993,6095,Solano,small/mid,West,Latino,33888,53
1994,6095,Solano,small/mid,West,Latino,34937,76
1995,6095,Solano,small/mid,West,Latino,35551,89
1996,6095,Solano,small/mid,West,Latino,36786,114
1997,6095,Solano,small/mid,West,Latino,38363,119
1998,6095,Solano,small/mid,West,Latino,40484,149
1999,6095,Solano,small/mid,West,Latino,42631,204
2000,6095,Solano,small/mid,West,Latino,44827,200
2001,6095,Solano,small/mid,West,Latino,47666,203
2002,6095,Solano,small/mid,West,Latino,50290,218
2003,6095,Solano,small/mid,West,Latino,52087,231
2004,6095,Solano,small/mid,West,Latino,54255,251
2005,6095,Solano,small/mid,West,Latino,56320,242
2006,6095,Solano,small/mid,West,Latino,58438,255
2007,6095,Solano,small/mid,West,Latino,60018,243
2008,6095,Solano,small/mid,West,Latino,61571,255
2009,6095,Solano,small/mid,West,Latino,63128,219
2010,6095,Solano,small/mid,West,Latino,64841,226
2011,6095,Solano,small/mid,West,Latino,65240,223
2012,6095,Solano,small/mid,West,Latino,66830,179
2013,6095,Solano,small/mid,West,Latino,68345,176
2014,6095,Solano,small/mid,West,Latino,69895,178
2015,6095,Solano,small/mid,West,Latino,71898,169
1991,6097,Sonoma,small/mid,West,Latino,29123,108
1992,6097,Sonoma,small/mid,West,Latino,31186,119
1993,6097,Sonoma,small/mid,West,Latino,33398,138
1994,6097,Sonoma,small/mid,West,Latino,35745,151
1995,6097,Sonoma,small/mid,West,Latino,38118,179
1996,6097,Sonoma,small/mid,West,Latino,40546,206
1997,6097,Sonoma,small/mid,West,Latino,43558,242
1998,6097,Sonoma,small/mid,West,Latino,46733,224
1999,6097,Sonoma,small/mid,West,Latino,49761,277
2000,6097,Sonoma,small/mid,West,Latino,52803,285
2001,6097,Sonoma,small/mid,West,Latino,55516,290
2002,6097,Sonoma,small/mid,West,Latino,57664,321
2003,6097,Sonoma,small/mid,West,Latino,60172,314
2004,6097,Sonoma,small/mid,West,Latino,62634,302
2005,6097,Sonoma,small/mid,West,Latino,64973,322
2006,6097,Sonoma,small/mid,West,Latino,67721,373
2007,6097,Sonoma,small/mid,West,Latino,70501,391
2008,6097,Sonoma,small/mid,West,Latino,73758,369
2009,6097,Sonoma,small/mid,West,Latino,76947,395
2010,6097,Sonoma,small/mid,West,Latino,79351,388
2011,6097,Sonoma,small/mid,West,Latino,79699,383
2012,6097,Sonoma,small/mid,West,Latino,81153,353
2013,6097,Sonoma,small/mid,West,Latino,82785,336
2014,6097,Sonoma,small/mid,West,Latino,84652,326
2015,6097,Sonoma,small/mid,West,Latino,86308,318
1991,6099,Stanislaus,small/mid,West,Latino,53262,336
1992,6099,Stanislaus,small/mid,West,Latino,56559,281
1993,6099,Stanislaus,small/mid,West,Latino,60048,224
1994,6099,Stanislaus,small/mid,West,Latino,63243,173
1995,6099,Stanislaus,small/mid,West,Latino,66274,178
1996,6099,Stanislaus,small/mid,West,Latino,69610,199
1997,6099,Stanislaus,small/mid,West,Latino,73603,232
1998,6099,Stanislaus,small/mid,West,Latino,77970,330
1999,6099,Stanislaus,small/mid,West,Latino,82825,577
2000,6099,Stanislaus,small/mid,West,Latino,87949,637
2001,6099,Stanislaus,small/mid,West,Latino,94599,622
2002,6099,Stanislaus,small/mid,West,Latino,101818,626
2003,6099,Stanislaus,small/mid,West,Latino,107889,659
2004,6099,Stanislaus,small/mid,West,Latino,112521,703
2005,6099,Stanislaus,small/mid,West,Latino,118243,733
2006,6099,Stanislaus,small/mid,West,Latino,123610,770
2007,6099,Stanislaus,small/mid,West,Latino,127721,800
2008,6099,Stanislaus,small/mid,West,Latino,130622,826
2009,6099,Stanislaus,small/mid,West,Latino,133913,882
2010,6099,Stanislaus,small/mid,West,Latino,136930,846
2011,6099,Stanislaus,small/mid,West,Latino,137674,769
2012,6099,Stanislaus,small/mid,West,Latino,140856,686
2013,6099,Stanislaus,small/mid,West,Latino,143997,664
2014,6099,Stanislaus,small/mid,West,Latino,147047,669
2015,6099,Stanislaus,small/mid,West,Latino,150803,610
1991,6101,Sutter,small/mid,West,Latino,6974,48
1992,6101,Sutter,small/mid,West,Latino,7401,44
1993,6101,Sutter,small/mid,West,Latino,7828,60
1994,6101,Sutter,small/mid,West,Latino,8345,59
1995,6101,Sutter,small/mid,West,Latino,8795,74
1996,6101,Sutter,small/mid,West,Latino,9172,61
1997,6101,Sutter,small/mid,West,Latino,9637,54
1998,6101,Sutter,small/mid,West,Latino,10035,52
1999,6101,Sutter,small/mid,West,Latino,10538,98
2000,6101,Sutter,small/mid,West,Latino,10987,93
2001,6101,Sutter,small/mid,West,Latino,11551,100
2002,6101,Sutter,small/mid,West,Latino,12233,112
2003,6101,Sutter,small/mid,West,Latino,13013,114
2004,6101,Sutter,small/mid,West,Latino,13564,127
2005,6101,Sutter,small/mid,West,Latino,14461,141
2006,6101,Sutter,small/mid,West,Latino,15385,156
2007,6101,Sutter,small/mid,West,Latino,16109,163
2008,6101,Sutter,small/mid,West,Latino,16448,181
2009,6101,Sutter,small/mid,West,Latino,16848,172
2010,6101,Sutter,small/mid,West,Latino,17139,150
2011,6101,Sutter,small/mid,West,Latino,17209,120
2012,6101,Sutter,small/mid,West,Latino,17356,96
2013,6101,Sutter,small/mid,West,Latino,17487,109
2014,6101,Sutter,small/mid,West,Latino,17659,102
2015,6101,Sutter,small/mid,West,Latino,17840,96
1991,6103,Tehama,rural,West,Latino,3183,34
1992,6103,Tehama,rural,West,Latino,3371,24
1993,6103,Tehama,rural,West,Latino,3588,35
1994,6103,Tehama,rural,West,Latino,3851,32
1995,6103,Tehama,rural,West,Latino,4097,40
1996,6103,Tehama,rural,West,Latino,4310,30
1997,6103,Tehama,rural,West,Latino,4518,22
1998,6103,Tehama,rural,West,Latino,4759,29
1999,6103,Tehama,rural,West,Latino,4983,56
2000,6103,Tehama,rural,West,Latino,5248,68
2001,6103,Tehama,rural,West,Latino,5532,63
2002,6103,Tehama,rural,West,Latino,5911,83
2003,6103,Tehama,rural,West,Latino,6294,96
2004,6103,Tehama,rural,West,Latino,6540,102
2005,6103,Tehama,rural,West,Latino,6916,87
2006,6103,Tehama,rural,West,Latino,7339,85
2007,6103,Tehama,rural,West,Latino,7709,100
2008,6103,Tehama,rural,West,Latino,8068,100
2009,6103,Tehama,rural,West,Latino,8366,87
2010,6103,Tehama,rural,West,Latino,8604,106
2011,6103,Tehama,rural,West,Latino,8696,100
2012,6103,Tehama,rural,West,Latino,8832,81
2013,6103,Tehama,rural,West,Latino,8980,66
2014,6103,Tehama,rural,West,Latino,9158,75
2015,6103,Tehama,rural,West,Latino,9366,78
1991,6105,Trinity,rural,West,Latino,272,4
1992,6105,Trinity,rural,West,Latino,278,
1993,6105,Trinity,rural,West,Latino,273,5
1994,6105,Trinity,rural,West,Latino,277,
1995,6105,Trinity,rural,West,Latino,287,4
1996,6105,Trinity,rural,West,Latino,289,
1997,6105,Trinity,rural,West,Latino,283,
1998,6105,Trinity,rural,West,Latino,285,
1999,6105,Trinity,rural,West,Latino,300,
2000,6105,Trinity,rural,West,Latino,323,
2001,6105,Trinity,rural,West,Latino,338,
2002,6105,Trinity,rural,West,Latino,372,
2003,6105,Trinity,rural,West,Latino,414,
2004,6105,Trinity,rural,West,Latino,446,
2005,6105,Trinity,rural,West,Latino,501,
2006,6105,Trinity,rural,West,Latino,522,
2007,6105,Trinity,rural,West,Latino,538,0
2008,6105,Trinity,rural,West,Latino,589,
2009,6105,Trinity,rural,West,Latino,621,
2010,6105,Trinity,rural,West,Latino,610,
2011,6105,Trinity,rural,West,Latino,611,
2012,6105,Trinity,rural,West,Latino,615,
2013,6105,Trinity,rural,West,Latino,610,0
2014,6105,Trinity,rural,West,Latino,638,0
2015,6105,Trinity,rural,West,Latino,626,0
1991,6107,Tulare,small/mid,West,Latino,76849,486
1992,6107,Tulare,small/mid,West,Latino,81178,525
1993,6107,Tulare,small/mid,West,Latino,85586,613
1994,6107,Tulare,small/mid,West,Latino,89936,691
1995,6107,Tulare,small/mid,West,Latino,93188,798
1996,6107,Tulare,small/mid,West,Latino,96562,880
1997,6107,Tulare,small/mid,West,Latino,100953,975
1998,6107,Tulare,small/mid,West,Latino,105805,1067
1999,6107,Tulare,small/mid,West,Latino,110335,1211
2000,6107,Tulare,small/mid,West,Latino,114513,1197
2001,6107,Tulare,small/mid,West,Latino,118062,1252
2002,6107,Tulare,small/mid,West,Latino,122818,1312
2003,6107,Tulare,small/mid,West,Latino,128404,1402
2004,6107,Tulare,small/mid,West,Latino,134144,1490
2005,6107,Tulare,small/mid,West,Latino,140489,1556
2006,6107,Tulare,small/mid,West,Latino,146303,1661
2007,6107,Tulare,small/mid,West,Latino,151840,1745
2008,6107,Tulare,small/mid,West,Latino,157206,1719
2009,6107,Tulare,small/mid,West,Latino,162801,1775
2010,6107,Tulare,small/mid,West,Latino,166619,1833
2011,6107,Tulare,small/mid,West,Latino,167427,1682
2012,6107,Tulare,small/mid,West,Latino,171012,1468
2013,6107,Tulare,small/mid,West,Latino,174251,1482
2014,6107,Tulare,small/mid,West,Latino,177341,1491
2015,6107,Tulare,small/mid,West,Latino,180373,1458
1991,6109,Tuolumne,rural,West,Latino,2820,4
1992,6109,Tuolumne,rural,West,Latino,2823,4
1993,6109,Tuolumne,rural,West,Latino,2967,4
1994,6109,Tuolumne,rural,West,Latino,2939,4
1995,6109,Tuolumne,rural,West,Latino,2845,4
1996,6109,Tuolumne,rural,West,Latino,2994,4
1997,6109,Tuolumne,rural,West,Latino,3011,4
1998,6109,Tuolumne,rural,West,Latino,3039,5
1999,6109,Tuolumne,rural,West,Latino,3139,13
2000,6109,Tuolumne,rural,West,Latino,3226,13
2001,6109,Tuolumne,rural,West,Latino,3365,11
2002,6109,Tuolumne,rural,West,Latino,3439,12
2003,6109,Tuolumne,rural,West,Latino,3626,9
2004,6109,Tuolumne,rural,West,Latino,3739,24
2005,6109,Tuolumne,rural,West,Latino,3855,21
2006,6109,Tuolumne,rural,West,Latino,4002,31
2007,6109,Tuolumne,rural,West,Latino,4034,28
2008,6109,Tuolumne,rural,West,Latino,4188,22
2009,6109,Tuolumne,rural,West,Latino,4193,25
2010,6109,Tuolumne,rural,West,Latino,4196,25
2011,6109,Tuolumne,rural,West,Latino,4203,30
2012,6109,Tuolumne,rural,West,Latino,4238,24
2013,6109,Tuolumne,rural,West,Latino,4212,21
2014,6109,Tuolumne,rural,West,Latino,4164,26
2015,6109,Tuolumne,rural,West,Latino,4234,20
1991,6111,Ventura,small/mid,West,Latino,118683,516
1992,6111,Ventura,small/mid,West,Latino,122612,597
1993,6111,Ventura,small/mid,West,Latino,126798,604
1994,6111,Ventura,small/mid,West,Latino,131553,630
1995,6111,Ventura,small/mid,West,Latino,135332,687
1996,6111,Ventura,small/mid,West,Latino,139516,761
1997,6111,Ventura,small/mid,West,Latino,145216,788
1998,6111,Ventura,small/mid,West,Latino,150977,798
1999,6111,Ventura,small/mid,West,Latino,157084,1024
2000,6111,Ventura,small/mid,West,Latino,163701,1031
2001,6111,Ventura,small/mid,West,Latino,169356,957
2002,6111,Ventura,small/mid,West,Latino,176115,943
2003,6111,Ventura,small/mid,West,Latino,182058,931
2004,6111,Ventura,small/mid,West,Latino,187676,964
2005,6111,Ventura,small/mid,West,Latino,191882,1025
2006,6111,Ventura,small/mid,West,Latino,197351,1126
2007,6111,Ventura,small/mid,West,Latino,202120,1192
2008,6111,Ventura,small/mid,West,Latino,208150,1204
2009,6111,Ventura,small/mid,West,Latino,214969,1255
2010,6111,Ventura,small/mid,West,Latino,220208,1253
2011,6111,Ventura,small/mid,West,Latino,221257,1132
2012,6111,Ventura,small/mid,West,Latino,225236,1000
2013,6111,Ventura,small/mid,West,Latino,228208,1050
2014,6111,Ventura,small/mid,West,Latino,231719,1028
2015,6111,Ventura,small/mid,West,Latino,235073,1027
1991,6113,Yolo,suburban,West,Latino,19110,89
1992,6113,Yolo,suburban,West,Latino,19829,106
1993,6113,Yolo,suburban,West,Latino,20709,108
1994,6113,Yolo,suburban,West,Latino,21615,87
1995,6113,Yolo,suburban,West,Latino,22604,149
1996,6113,Yolo,suburban,West,Latino,23640,127
1997,6113,Yolo,suburban,West,Latino,24836,138
1998,6113,Yolo,suburban,West,Latino,25989,147
1999,6113,Yolo,suburban,West,Latino,27175,252
2000,6113,Yolo,suburban,West,Latino,28567,270
2001,6113,Yolo,suburban,West,Latino,30048,275
2002,6113,Yolo,suburban,West,Latino,31588,253
2003,6113,Yolo,suburban,West,Latino,32671,254
2004,6113,Yolo,suburban,West,Latino,33795,276
2005,6113,Yolo,suburban,West,Latino,34975,301
2006,6113,Yolo,suburban,West,Latino,36065,287
2007,6113,Yolo,suburban,West,Latino,37627,319
2008,6113,Yolo,suburban,West,Latino,38972,362
2009,6113,Yolo,suburban,West,Latino,39865,403
2010,6113,Yolo,suburban,West,Latino,40637,380
2011,6113,Yolo,suburban,West,Latino,40828,340
2012,6113,Yolo,suburban,West,Latino,41513,296
2013,6113,Yolo,suburban,West,Latino,42467,284
2014,6113,Yolo,suburban,West,Latino,43199,292
2015,6113,Yolo,suburban,West,Latino,43840,270
1991,6115,Yuba,small/mid,West,Latino,4233,31
1992,6115,Yuba,small/mid,West,Latino,4514,47
1993,6115,Yuba,small/mid,West,Latino,4751,50
1994,6115,Yuba,small/mid,West,Latino,5024,43
1995,6115,Yuba,small/mid,West,Latino,5166,44
1996,6115,Yuba,small/mid,West,Latino,5366,34
1997,6115,Yuba,small/mid,West,Latino,5555,26
1998,6115,Yuba,small/mid,West,Latino,5833,27
1999,6115,Yuba,small/mid,West,Latino,6065,47
2000,6115,Yuba,small/mid,West,Latino,6371,54
2001,6115,Yuba,small/mid,West,Latino,6879,58
2002,6115,Yuba,small/mid,West,Latino,7327,60
2003,6115,Yuba,small/mid,West,Latino,7670,71
2004,6115,Yuba,small/mid,West,Latino,8150,79
2005,6115,Yuba,small/mid,West,Latino,8821,99
2006,6115,Yuba,small/mid,West,Latino,9537,98
2007,6115,Yuba,small/mid,West,Latino,10121,110
2008,6115,Yuba,small/mid,West,Latino,10597,123
2009,6115,Yuba,small/mid,West,Latino,10750,95
2010,6115,Yuba,small/mid,West,Latino,10964,104
2011,6115,Yuba,small/mid,West,Latino,11075,83
2012,6115,Yuba,small/mid,West,Latino,11419,67
2013,6115,Yuba,small/mid,West,Latino,11738,72
2014,6115,Yuba,small/mid,West,Latino,12117,74
2015,6115,Yuba,small/mid,West,Latino,12407,84
1991,6001,Alameda,urban,West,Native American,5010,15
1992,6001,Alameda,urban,West,Native American,5018,16
1993,6001,Alameda,urban,West,Native American,5001,10
1994,6001,Alameda,urban,West,Native American,4960,14
1995,6001,Alameda,urban,West,Native American,4938,16
1996,6001,Alameda,urban,West,Native American,4942,16
1997,6001,Alameda,urban,West,Native American,4996,17
1998,6001,Alameda,urban,West,Native American,5092,19
1999,6001,Alameda,urban,West,Native American,5158,20
2000,6001,Alameda,urban,West,Native American,5183,22
2001,6001,Alameda,urban,West,Native American,5135,25
2002,6001,Alameda,urban,West,Native American,4969,23
2003,6001,Alameda,urban,West,Native American,4864,25
2004,6001,Alameda,urban,West,Native American,4741,28
2005,6001,Alameda,urban,West,Native American,4660,21
2006,6001,Alameda,urban,West,Native American,4584,22
2007,6001,Alameda,urban,West,Native American,4469,27
2008,6001,Alameda,urban,West,Native American,4439,28
2009,6001,Alameda,urban,West,Native American,4337,24
2010,6001,Alameda,urban,West,Native American,4267,22
2011,6001,Alameda,urban,West,Native American,4236,23
2012,6001,Alameda,urban,West,Native American,4202,24
2013,6001,Alameda,urban,West,Native American,4131,26
2014,6001,Alameda,urban,West,Native American,4127,24
2015,6001,Alameda,urban,West,Native American,4049,22
1991,6005,Amador,rural,West,Native American,322,
1992,6005,Amador,rural,West,Native American,338,
1993,6005,Amador,rural,West,Native American,350,4
1994,6005,Amador,rural,West,Native American,366,
1995,6005,Amador,rural,West,Native American,376,
1996,6005,Amador,rural,West,Native American,391,
1997,6005,Amador,rural,West,Native American,406,4
1998,6005,Amador,rural,West,Native American,422,6
1999,6005,Amador,rural,West,Native American,444,6
2000,6005,Amador,rural,West,Native American,458,
2001,6005,Amador,rural,West,Native American,476,4
2002,6005,Amador,rural,West,Native American,486,4
2003,6005,Amador,rural,West,Native American,493,6
2004,6005,Amador,rural,West,Native American,501,
2005,6005,Amador,rural,West,Native American,499,5
2006,6005,Amador,rural,West,Native American,502,5
2007,6005,Amador,rural,West,Native American,477,11
2008,6005,Amador,rural,West,Native American,468,11
2009,6005,Amador,rural,West,Native American,497,13
2010,6005,Amador,rural,West,Native American,487,12
2011,6005,Amador,rural,West,Native American,468,10
2012,6005,Amador,rural,West,Native American,459,8
2013,6005,Amador,rural,West,Native American,454,6
2014,6005,Amador,rural,West,Native American,438,5
2015,6005,Amador,rural,West,Native American,435,7
1991,6007,Butte,small/mid,West,Native American,2021,15
1992,6007,Butte,small/mid,West,Native American,2082,19
1993,6007,Butte,small/mid,West,Native American,2156,21
1994,6007,Butte,small/mid,West,Native American,2219,22
1995,6007,Butte,small/mid,West,Native American,2284,29
1996,6007,Butte,small/mid,West,Native American,2333,21
1997,6007,Butte,small/mid,West,Native American,2385,27
1998,6007,Butte,small/mid,West,Native American,2458,33
1999,6007,Butte,small/mid,West,Native American,2529,39
2000,6007,Butte,small/mid,West,Native American,2619,35
2001,6007,Butte,small/mid,West,Native American,2669,36
2002,6007,Butte,small/mid,West,Native American,2706,40
2003,6007,Butte,small/mid,West,Native American,2730,36
2004,6007,Butte,small/mid,West,Native American,2747,36
2005,6007,Butte,small/mid,West,Native American,2773,39
2006,6007,Butte,small/mid,West,Native American,2758,54
2007,6007,Butte,small/mid,West,Native American,2804,41
2008,6007,Butte,small/mid,West,Native American,2835,33
2009,6007,Butte,small/mid,West,Native American,2803,40
2010,6007,Butte,small/mid,West,Native American,2801,35
2011,6007,Butte,small/mid,West,Native American,2767,29
2012,6007,Butte,small/mid,West,Native American,2775,31
2013,6007,Butte,small/mid,West,Native American,2749,28
2014,6007,Butte,small/mid,West,Native American,2783,31
2015,6007,Butte,small/mid,West,Native American,2835,27
1991,6009,Calaveras,rural,West,Native American,405,6
1992,6009,Calaveras,rural,West,Native American,435,6
1993,6009,Calaveras,rural,West,Native American,445,6
1994,6009,Calaveras,rural,West,Native American,461,6
1995,6009,Calaveras,rural,West,Native American,468,6
1996,6009,Calaveras,rural,West,Native American,485,6
1997,6009,Calaveras,rural,West,Native American,496,6
1998,6009,Calaveras,rural,West,Native American,515,5
1999,6009,Calaveras,rural,West,Native American,519,7
2000,6009,Calaveras,rural,West,Native American,532,8
2001,6009,Calaveras,rural,West,Native American,557,6
2002,6009,Calaveras,rural,West,Native American,559,6
2003,6009,Calaveras,rural,West,Native American,554,8
2004,6009,Calaveras,rural,West,Native American,567,5
2005,6009,Calaveras,rural,West,Native American,568,8
2006,6009,Calaveras,rural,West,Native American,583,8
2007,6009,Calaveras,rural,West,Native American,544,10
2008,6009,Calaveras,rural,West,Native American,524,9
2009,6009,Calaveras,rural,West,Native American,540,8
2010,6009,Calaveras,rural,West,Native American,516,9
2011,6009,Calaveras,rural,West,Native American,507,5
2012,6009,Calaveras,rural,West,Native American,509,6
2013,6009,Calaveras,rural,West,Native American,505,7
2014,6009,Calaveras,rural,West,Native American,482,6
2015,6009,Calaveras,rural,West,Native American,477,6
1991,6011,Colusa,rural,West,Native American,192,
1992,6011,Colusa,rural,West,Native American,193,
1993,6011,Colusa,rural,West,Native American,199,
1994,6011,Colusa,rural,West,Native American,202,
1995,6011,Colusa,rural,West,Native American,204,
1996,6011,Colusa,rural,West,Native American,208,5
1997,6011,Colusa,rural,West,Native American,214,4
1998,6011,Colusa,rural,West,Native American,223,
1999,6011,Colusa,rural,West,Native American,228,5
2000,6011,Colusa,rural,West,Native American,230,
2001,6011,Colusa,rural,West,Native American,235,4
2002,6011,Colusa,rural,West,Native American,228,
2003,6011,Colusa,rural,West,Native American,207,4
2004,6011,Colusa,rural,West,Native American,213,
2005,6011,Colusa,rural,West,Native American,204,4
2006,6011,Colusa,rural,West,Native American,207,
2007,6011,Colusa,rural,West,Native American,199,4
2008,6011,Colusa,rural,West,Native American,198,4
2009,6011,Colusa,rural,West,Native American,201,
2010,6011,Colusa,rural,West,Native American,194,0
2011,6011,Colusa,rural,West,Native American,184,0
2012,6011,Colusa,rural,West,Native American,199,0
2013,6011,Colusa,rural,West,Native American,190,
2014,6011,Colusa,rural,West,Native American,194,
2015,6011,Colusa,rural,West,Native American,187,0
1991,6013,Contra Costa,suburban,West,Native American,3276,6
1992,6013,Contra Costa,suburban,West,Native American,3313,9
1993,6013,Contra Costa,suburban,West,Native American,3311,10
1994,6013,Contra Costa,suburban,West,Native American,3312,11
1995,6013,Contra Costa,suburban,West,Native American,3307,14
1996,6013,Contra Costa,suburban,West,Native American,3319,14
1997,6013,Contra Costa,suburban,West,Native American,3355,16
1998,6013,Contra Costa,suburban,West,Native American,3417,17
