year,county_ID,county_name,urbanicity,region,pop_category,population,prison_population
1999,6013,Contra Costa,suburban,West,Native American,3452,20
2000,6013,Contra Costa,suburban,West,Native American,3430,17
2001,6013,Contra Costa,suburban,West,Native American,3389,17
2002,6013,Contra Costa,suburban,West,Native American,3408,17
2003,6013,Contra Costa,suburban,West,Native American,3405,21
2004,6013,Contra Costa,suburban,West,Native American,3318,19
2005,6013,Contra Costa,suburban,West,Native American,3273,14
2006,6013,Contra Costa,suburban,West,Native American,3187,13
2007,6013,Contra Costa,suburban,West,Native American,3155,12
2008,6013,Contra Costa,suburban,West,Native American,3102,13
2009,6013,Contra Costa,suburban,West,Native American,3068,10
2010,6013,Contra Costa,suburban,West,Native American,3010,13
2011,6013,Contra Costa,suburban,West,Native American,2974,12
2012,6013,Contra Costa,suburban,West,Native American,2954,9
2013,6013,Contra Costa,suburban,West,Native American,2995,8
2014,6013,Contra Costa,suburban,West,Native American,3012,7
2015,6013,Contra Costa,suburban,West,Native American,3045,9
1991,6015,Del Norte,rural,West,Native American,903,11
1992,6015,Del Norte,rural,West,Native American,938,9
1993,6015,Del Norte,rural,West,Native American,981,18
1994,6015,Del Norte,rural,West,Native American,1004,20
1995,6015,Del Norte,rural,West,Native American,1041,18
1996,6015,Del Norte,rural,West,Native American,1084,16
1997,6015,Del Norte,rural,West,Native American,1124,17
1998,6015,Del Norte,rural,West,Native American,1146,15
1999,6015,Del Norte,rural,West,Native American,1157,14
2000,6015,Del Norte,rural,West,Native American,1164,15
2001,6015,Del Norte,rural,West,Native American,1179,16
2002,6015,Del Norte,rural,West,Native American,1229,18
2003,6015,Del Norte,rural,West,Native American,1230,18
2004,6015,Del Norte,rural,West,Native American,1284,17
2005,6015,Del Norte,rural,West,Native American,1335,26
2006,6015,Del Norte,rural,West,Native American,1281,19
2007,6015,Del Norte,rural,West,Native American,1352,9
2008,6015,Del Norte,rural,West,Native American,1339,14
2009,6015,Del Norte,rural,West,Native American,1400,16
2010,6015,Del Norte,rural,West,Native American,1415,13
2011,6015,Del Norte,rural,West,Native American,1375,12
2012,6015,Del Norte,rural,West,Native American,1389,16
2013,6015,Del Norte,rural,West,Native American,1389,16
2014,6015,Del Norte,rural,West,Native American,1399,16
2015,6015,Del Norte,rural,West,Native American,1352,21
1991,6017,El Dorado,suburban,West,Native American,848,5
1992,6017,El Dorado,suburban,West,Native American,879,4
1993,6017,El Dorado,suburban,West,Native American,912,4
1994,6017,El Dorado,suburban,West,Native American,933,5
1995,6017,El Dorado,suburban,West,Native American,956,11
1996,6017,El Dorado,suburban,West,Native American,990,13
1997,6017,El Dorado,suburban,West,Native American,1020,12
1998,6017,El Dorado,suburban,West,Native American,1055,8
1999,6017,El Dorado,suburban,West,Native American,1081,9
2000,6017,El Dorado,suburban,West,Native American,1112,12
2001,6017,El Dorado,suburban,West,Native American,1157,14
2002,6017,El Dorado,suburban,West,Native American,1199,10
2003,6017,El Dorado,suburban,West,Native American,1293,17
2004,6017,El Dorado,suburban,West,Native American,1302,13
2005,6017,El Dorado,suburban,West,Native American,1351,17
2006,6017,El Dorado,suburban,West,Native American,1357,12
2007,6017,El Dorado,suburban,West,Native American,1417,14
2008,6017,El Dorado,suburban,West,Native American,1441,9
2009,6017,El Dorado,suburban,West,Native American,1436,12
2010,6017,El Dorado,suburban,West,Native American,1384,17
2011,6017,El Dorado,suburban,West,Native American,1355,10
2012,6017,El Dorado,suburban,West,Native American,1345,10
2013,6017,El Dorado,suburban,West,Native American,1302,10
2014,6017,El Dorado,suburban,West,Native American,1270,4
2015,6017,El Dorado,suburban,West,Native American,1275,4
1991,6019,Fresno,small/mid,West,Native American,3590,29
1992,6019,Fresno,small/mid,West,Native American,3761,38
1993,6019,Fresno,small/mid,West,Native American,3921,36
1994,6019,Fresno,small/mid,West,Native American,4054,44
1995,6019,Fresno,small/mid,West,Native American,4192,43
1996,6019,Fresno,small/mid,West,Native American,4353,47
1997,6019,Fresno,small/mid,West,Native American,4516,46
1998,6019,Fresno,small/mid,West,Native American,4672,50
1999,6019,Fresno,small/mid,West,Native American,4872,43
2000,6019,Fresno,small/mid,West,Native American,4985,41
2001,6019,Fresno,small/mid,West,Native American,5059,47
2002,6019,Fresno,small/mid,West,Native American,5085,56
2003,6019,Fresno,small/mid,West,Native American,5140,63
2004,6019,Fresno,small/mid,West,Native American,5161,60
2005,6019,Fresno,small/mid,West,Native American,5177,54
2006,6019,Fresno,small/mid,West,Native American,5189,56
2007,6019,Fresno,small/mid,West,Native American,5159,55
2008,6019,Fresno,small/mid,West,Native American,5136,59
2009,6019,Fresno,small/mid,West,Native American,5087,57
2010,6019,Fresno,small/mid,West,Native American,5073,50
2011,6019,Fresno,small/mid,West,Native American,4986,41
2012,6019,Fresno,small/mid,West,Native American,4976,37
2013,6019,Fresno,small/mid,West,Native American,4916,40
2014,6019,Fresno,small/mid,West,Native American,4904,51
2015,6019,Fresno,small/mid,West,Native American,4883,41
1991,6021,Glenn,rural,West,Native American,281,
1992,6021,Glenn,rural,West,Native American,283,
1993,6021,Glenn,rural,West,Native American,283,
1994,6021,Glenn,rural,West,Native American,294,
1995,6021,Glenn,rural,West,Native American,300,5
1996,6021,Glenn,rural,West,Native American,312,
1997,6021,Glenn,rural,West,Native American,316,6
1998,6021,Glenn,rural,West,Native American,327,6
1999,6021,Glenn,rural,West,Native American,339,8
2000,6021,Glenn,rural,West,Native American,341,7
2001,6021,Glenn,rural,West,Native American,343,7
2002,6021,Glenn,rural,West,Native American,385,7
2003,6021,Glenn,rural,West,Native American,359,6
2004,6021,Glenn,rural,West,Native American,374,9
2005,6021,Glenn,rural,West,Native American,356,8
2006,6021,Glenn,rural,West,Native American,360,6
2007,6021,Glenn,rural,West,Native American,361,8
2008,6021,Glenn,rural,West,Native American,345,9
2009,6021,Glenn,rural,West,Native American,366,7
2010,6021,Glenn,rural,West,Native American,377,7
2011,6021,Glenn,rural,West,Native American,358,5
2012,6021,Glenn,rural,West,Native American,364,6
2013,6021,Glenn,rural,West,Native American,365,8
2014,6021,Glenn,rural,West,Native American,336,5
2015,6021,Glenn,rural,West,Native American,335,
1991,6023,Humboldt,rural,West,Native American,3911,39
1992,6023,Humboldt,rural,West,Native American,4053,49
1993,6023,Humboldt,rural,West,Native American,4198,56
1994,6023,Humboldt,rural,West,Native American,4296,68
1995,6023,Humboldt,rural,West,Native American,4471,72
1996,6023,Humboldt,rural,West,Native American,4585,80
1997,6023,Humboldt,rural,West,Native American,4717,81
1998,6023,Humboldt,rural,West,Native American,4853,84
1999,6023,Humboldt,rural,West,Native American,4941,90
2000,6023,Humboldt,rural,West,Native American,5016,78
2001,6023,Humboldt,rural,West,Native American,5038,82
2002,6023,Humboldt,rural,West,Native American,5052,96
2003,6023,Humboldt,rural,West,Native American,5053,100
2004,6023,Humboldt,rural,West,Native American,5101,100
2005,6023,Humboldt,rural,West,Native American,5193,90
2006,6023,Humboldt,rural,West,Native American,5240,96
2007,6023,Humboldt,rural,West,Native American,5303,96
2008,6023,Humboldt,rural,West,Native American,5294,90
2009,6023,Humboldt,rural,West,Native American,5335,97
2010,6023,Humboldt,rural,West,Native American,5461,106
2011,6023,Humboldt,rural,West,Native American,5391,86
2012,6023,Humboldt,rural,West,Native American,5463,82
2013,6023,Humboldt,rural,West,Native American,5510,80
2014,6023,Humboldt,rural,West,Native American,5479,75
2015,6023,Humboldt,rural,West,Native American,5487,75
1991,6025,Imperial,small/mid,West,Native American,1010,
1992,6025,Imperial,small/mid,West,Native American,1071,
1993,6025,Imperial,small/mid,West,Native American,1123,
1994,6025,Imperial,small/mid,West,Native American,1117,
1995,6025,Imperial,small/mid,West,Native American,1138,
1996,6025,Imperial,small/mid,West,Native American,1150,
1997,6025,Imperial,small/mid,West,Native American,1154,
1998,6025,Imperial,small/mid,West,Native American,1170,7
1999,6025,Imperial,small/mid,West,Native American,1196,12
2000,6025,Imperial,small/mid,West,Native American,1189,9
2001,6025,Imperial,small/mid,West,Native American,1176,5
2002,6025,Imperial,small/mid,West,Native American,1187,12
2003,6025,Imperial,small/mid,West,Native American,1172,7
2004,6025,Imperial,small/mid,West,Native American,1205,12
2005,6025,Imperial,small/mid,West,Native American,1184,10
2006,6025,Imperial,small/mid,West,Native American,1163,8
2007,6025,Imperial,small/mid,West,Native American,1181,8
2008,6025,Imperial,small/mid,West,Native American,1118,10
2009,6025,Imperial,small/mid,West,Native American,1107,8
2010,6025,Imperial,small/mid,West,Native American,1124,14
2011,6025,Imperial,small/mid,West,Native American,1113,8
2012,6025,Imperial,small/mid,West,Native American,1099,11
2013,6025,Imperial,small/mid,West,Native American,1062,7
2014,6025,Imperial,small/mid,West,Native American,1030,8
2015,6025,Imperial,small/mid,West,Native American,1014,7
1991,6027,Inyo,rural,West,Native American,1009,9
1992,6027,Inyo,rural,West,Native American,1032,11
1993,6027,Inyo,rural,West,Native American,1045,16
1994,6027,Inyo,rural,West,Native American,1069,13
1995,6027,Inyo,rural,West,Native American,1084,6
1996,6027,Inyo,rural,West,Native American,1089,13
1997,6027,Inyo,rural,West,Native American,1108,13
1998,6027,Inyo,rural,West,Native American,1120,11
1999,6027,Inyo,rural,West,Native American,1117,14
2000,6027,Inyo,rural,West,Native American,1130,16
2001,6027,Inyo,rural,West,Native American,1202,16
2002,6027,Inyo,rural,West,Native American,1197,18
2003,6027,Inyo,rural,West,Native American,1202,22
2004,6027,Inyo,rural,West,Native American,1254,15
2005,6027,Inyo,rural,West,Native American,1278,23
2006,6027,Inyo,rural,West,Native American,1281,21
2007,6027,Inyo,rural,West,Native American,1262,16
2008,6027,Inyo,rural,West,Native American,1280,21
2009,6027,Inyo,rural,West,Native American,1302,29
2010,6027,Inyo,rural,West,Native American,1321,18
2011,6027,Inyo,rural,West,Native American,1309,18
2012,6027,Inyo,rural,West,Native American,1312,12
2013,6027,Inyo,rural,West,Native American,1315,17
2014,6027,Inyo,rural,West,Native American,1308,21
2015,6027,Inyo,rural,West,Native American,1280,21
1991,6029,Kern,small/mid,West,Native American,4062,20
1992,6029,Kern,small/mid,West,Native American,4196,23
1993,6029,Kern,small/mid,West,Native American,4288,23
1994,6029,Kern,small/mid,West,Native American,4382,30
1995,6029,Kern,small/mid,West,Native American,4438,26
1996,6029,Kern,small/mid,West,Native American,4519,25
1997,6029,Kern,small/mid,West,Native American,4598,29
1998,6029,Kern,small/mid,West,Native American,4692,32
1999,6029,Kern,small/mid,West,Native American,4799,27
2000,6029,Kern,small/mid,West,Native American,4832,29
2001,6029,Kern,small/mid,West,Native American,4899,30
2002,6029,Kern,small/mid,West,Native American,4929,37
2003,6029,Kern,small/mid,West,Native American,5032,37
2004,6029,Kern,small/mid,West,Native American,5046,37
2005,6029,Kern,small/mid,West,Native American,5049,31
2006,6029,Kern,small/mid,West,Native American,5089,40
2007,6029,Kern,small/mid,West,Native American,5081,34
2008,6029,Kern,small/mid,West,Native American,5060,28
2009,6029,Kern,small/mid,West,Native American,5060,25
2010,6029,Kern,small/mid,West,Native American,5038,36
2011,6029,Kern,small/mid,West,Native American,4948,30
2012,6029,Kern,small/mid,West,Native American,4916,24
2013,6029,Kern,small/mid,West,Native American,4844,30
2014,6029,Kern,small/mid,West,Native American,4783,22
2015,6029,Kern,small/mid,West,Native American,4752,15
1991,6031,Kings,small/mid,West,Native American,594,11
1992,6031,Kings,small/mid,West,Native American,640,8
1993,6031,Kings,small/mid,West,Native American,664,9
1994,6031,Kings,small/mid,West,Native American,711,12
1995,6031,Kings,small/mid,West,Native American,753,12
1996,6031,Kings,small/mid,West,Native American,807,14
1997,6031,Kings,small/mid,West,Native American,864,14
1998,6031,Kings,small/mid,West,Native American,925,16
1999,6031,Kings,small/mid,West,Native American,992,19
2000,6031,Kings,small/mid,West,Native American,1034,23
2001,6031,Kings,small/mid,West,Native American,1055,23
2002,6031,Kings,small/mid,West,Native American,1024,36
2003,6031,Kings,small/mid,West,Native American,1024,39
2004,6031,Kings,small/mid,West,Native American,1046,35
2005,6031,Kings,small/mid,West,Native American,1023,42
2006,6031,Kings,small/mid,West,Native American,1013,38
2007,6031,Kings,small/mid,West,Native American,1025,45
2008,6031,Kings,small/mid,West,Native American,1066,30
2009,6031,Kings,small/mid,West,Native American,1035,35
2010,6031,Kings,small/mid,West,Native American,1035,35
2011,6031,Kings,small/mid,West,Native American,1035,39
2012,6031,Kings,small/mid,West,Native American,1018,38
2013,6031,Kings,small/mid,West,Native American,1053,35
2014,6031,Kings,small/mid,West,Native American,1040,32
2015,6031,Kings,small/mid,West,Native American,1075,27
1991,6033,Lake,rural,West,Native American,673,9
1992,6033,Lake,rural,West,Native American,717,8
1993,6033,Lake,rural,West,Native American,759,8
1994,6033,Lake,rural,West,Native American,802,15
1995,6033,Lake,rural,West,Native American,847,17
1996,6033,Lake,rural,West,Native American,893,20
1997,6033,Lake,rural,West,Native American,935,22
1998,6033,Lake,rural,West,Native American,989,17
1999,6033,Lake,rural,West,Native American,1036,26
2000,6033,Lake,rural,West,Native American,1109,24
2001,6033,Lake,rural,West,Native American,1137,30
2002,6033,Lake,rural,West,Native American,1207,31
2003,6033,Lake,rural,West,Native American,1194,38
2004,6033,Lake,rural,West,Native American,1203,40
2005,6033,Lake,rural,West,Native American,1256,35
2006,6033,Lake,rural,West,Native American,1247,40
2007,6033,Lake,rural,West,Native American,1262,48
2008,6033,Lake,rural,West,Native American,1277,40
2009,6033,Lake,rural,West,Native American,1281,35
2010,6033,Lake,rural,West,Native American,1269,32
2011,6033,Lake,rural,West,Native American,1254,25
2012,6033,Lake,rural,West,Native American,1253,30
2013,6033,Lake,rural,West,Native American,1250,28
2014,6033,Lake,rural,West,Native American,1254,29
2015,6033,Lake,rural,West,Native American,1209,26
1991,6035,Lassen,rural,West,Native American,505,5
1992,6035,Lassen,rural,West,Native American,532,4
1993,6035,Lassen,rural,West,Native American,549,4
1994,6035,Lassen,rural,West,Native American,568,9
1995,6035,Lassen,rural,West,Native American,591,8
1996,6035,Lassen,rural,West,Native American,655,6
1997,6035,Lassen,rural,West,Native American,696,6
1998,6035,Lassen,rural,West,Native American,724,7
1999,6035,Lassen,rural,West,Native American,750,11
2000,6035,Lassen,rural,West,Native American,750,9
2001,6035,Lassen,rural,West,Native American,770,12
2002,6035,Lassen,rural,West,Native American,766,8
2003,6035,Lassen,rural,West,Native American,779,8
2004,6035,Lassen,rural,West,Native American,791,11
2005,6035,Lassen,rural,West,Native American,786,7
2006,6035,Lassen,rural,West,Native American,802,9
2007,6035,Lassen,rural,West,Native American,854,12
2008,6035,Lassen,rural,West,Native American,826,11
2009,6035,Lassen,rural,West,Native American,848,7
2010,6035,Lassen,rural,West,Native American,863,11
2011,6035,Lassen,rural,West,Native American,837,12
2012,6035,Lassen,rural,West,Native American,817,6
2013,6035,Lassen,rural,West,Native American,796,7
2014,6035,Lassen,rural,West,Native American,731,8
2015,6035,Lassen,rural,West,Native American,721,6
1991,6037,Los Angeles,urban,West,Native American,21686,113
1992,6037,Los Angeles,urban,West,Native American,22015,128
1993,6037,Los Angeles,urban,West,Native American,22078,149
1994,6037,Los Angeles,urban,West,Native American,22069,153
1995,6037,Los Angeles,urban,West,Native American,22051,151
1996,6037,Los Angeles,urban,West,Native American,22218,145
1997,6037,Los Angeles,urban,West,Native American,22541,144
1998,6037,Los Angeles,urban,West,Native American,23079,142
1999,6037,Los Angeles,urban,West,Native American,23532,144
2000,6037,Los Angeles,urban,West,Native American,24293,167
2001,6037,Los Angeles,urban,West,Native American,23830,151
2002,6037,Los Angeles,urban,West,Native American,23436,145
2003,6037,Los Angeles,urban,West,Native American,22975,135
2004,6037,Los Angeles,urban,West,Native American,22354,128
2005,6037,Los Angeles,urban,West,Native American,21835,133
2006,6037,Los Angeles,urban,West,Native American,21247,136
2007,6037,Los Angeles,urban,West,Native American,20480,142
2008,6037,Los Angeles,urban,West,Native American,19905,149
2009,6037,Los Angeles,urban,West,Native American,19410,119
2010,6037,Los Angeles,urban,West,Native American,18833,112
2011,6037,Los Angeles,urban,West,Native American,19988,94
2012,6037,Los Angeles,urban,West,Native American,19967,100
2013,6037,Los Angeles,urban,West,Native American,20050,100
2014,6037,Los Angeles,urban,West,Native American,20044,91
2015,6037,Los Angeles,urban,West,Native American,19922,78
1991,6039,Madera,small/mid,West,Native American,850,14
1992,6039,Madera,small/mid,West,Native American,910,12
1993,6039,Madera,small/mid,West,Native American,971,14
1994,6039,Madera,small/mid,West,Native American,1032,17
1995,6039,Madera,small/mid,West,Native American,1082,12
1996,6039,Madera,small/mid,West,Native American,1139,12
1997,6039,Madera,small/mid,West,Native American,1212,13
1998,6039,Madera,small/mid,West,Native American,1278,17
1999,6039,Madera,small/mid,West,Native American,1345,11
2000,6039,Madera,small/mid,West,Native American,1396,15
2001,6039,Madera,small/mid,West,Native American,1413,19
2002,6039,Madera,small/mid,West,Native American,1449,15
2003,6039,Madera,small/mid,West,Native American,1478,18
2004,6039,Madera,small/mid,West,Native American,1502,18
2005,6039,Madera,small/mid,West,Native American,1530,20
2006,6039,Madera,small/mid,West,Native American,1478,19
2007,6039,Madera,small/mid,West,Native American,1506,20
2008,6039,Madera,small/mid,West,Native American,1512,21
2009,6039,Madera,small/mid,West,Native American,1505,24
2010,6039,Madera,small/mid,West,Native American,1466,15
